lambda1,lambda2,lambda3,x_opt,cov_matrix,sensitivity_norm,P_matrix,P_flattened
0.0343240085266247,0.2247708505824207,0.7409051408909546,"[0.0, 0.0, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432, 0.4999999917413432]","[[0.9999999999999974, -1.5265566588595902e-12, -1.5265566588595902e-12], [-1.5265566588595902e-12, -4.85722573273506e-15, -400.000000000001], [-1.5265566588595902e-12, -400.000000000001, -0.500000000000005]]",565.6865298025061,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.6766136034136309,0.0325418838822281,0.290844512704141,"[0.0, 1.0, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696, 0.49999998190428696]","[[-2.0122792321330962e-14, 200.00000000000003, -400.0000000000038], [200.00000000000003, 1.0000000000000306, -1.457167719820518e-11], [-400.0000000000038, -1.457167719820518e-11, -0.5000000000000202]]",632.4565202446776,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.0658571740882741,0.3965464465369873,0.5375963793747387,"[0.0, 0.0, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284, 0.4999999965909284]","[[1.0000000000000009, 7.2164496600635175e-12, 2.4980018054066022e-11], [7.2164496600635175e-12, 9.71445146547012e-15, -400.00000000000256], [2.4980018054066022e-11, -400.00000000000256, -0.49999999999999833]]",565.6865298025083,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.2665785644442117,0.7298159344737996,0.00360550108198876,"[1.0, 0.0, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094, 0.4999999983919094]","[[-1.0000000000000004, 0.0, 400.00000000000074], [0.0, -1.0000000000000036, 400.00000000000074], [400.00000000000074, 400.00000000000074, 1.0000000000000004]]",800.0018749978042,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.1840781665200716,0.1109195159207859,0.7050023175591426,"[0.0, 1.0, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607, 0.5000000055435607]","[[-4.163336342344337e-15, 199.99999999999824, -399.99999999997675], [199.99999999999824, 0.9999999999999926, 2.220446049250313e-12], [-399.99999999997675, 2.220446049250313e-12, -0.5000000000000073]]",632.4565202446421,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.5629320869013793,0.1793806059467667,0.257687307151854,"[0.0, 1.0, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157, 0.499999959118157]","[[-5.939693181744587e-13, 199.99999999991135, -400.0000000001069], [199.99999999991135, 0.9999999999996706, 3.275157922644212e-11], [-400.0000000001069, 3.275157922644212e-11, -0.5000000000003751]]",632.4565202447518,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.0637954291047677,0.7389502988944564,0.19725427200077594,"[0.0, 0.0, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163, 0.49999997748181163]","[[0.999999999999955, -1.5265566588595902e-11, 2.1371793224034263e-11], [-1.5265566588595902e-11, 9.159339953157541e-14, -400.00000000004394], [2.1371793224034263e-11, -400.00000000004394, -0.4999999999997971]]",565.6865298025668,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.5718775264132038,0.1052109551790672,0.322911518407729,"[0.0, 1.0, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276, 0.5000000141847276]","[[-4.163336342344337e-14, 199.99999999999295, -400.000000000007], [199.99999999999295, 1.0000000000000702, -2.4945323584546486e-11], [-400.000000000007, -2.4945323584546486e-11, -0.500000000000024]]",632.456520244677,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.1588068214491336,0.5551462744141497,0.28604690413671674,"[0.0, 0.0, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703, 0.5000000000329703]","[[1.0000000000000342, -3.3306690738754696e-12, -6.661338147750939e-12], [-3.3306690738754696e-12, 1.1102230246251565e-14, -400.00000000000256], [-6.661338147750939e-12, -400.00000000000256, -0.49999999999999767]]",565.6865298025083,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.5872703497298524,0.0732792439908505,0.3394504062792971,"[0.0, 1.0, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183, 0.5000000091371183]","[[-1.2490009027033011e-14, 200.0000000000032, -400.0000000000023], [200.0000000000032, 0.9999999999999994, -4.718447854656915e-12], [-400.0000000000023, -4.718447854656915e-12, -0.5000000000000129]]",632.4565202446776,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.4381090768527079,0.5159853613460627,0.04590556180122951,"[1.0, 0.0, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941, 0.5000000036285941]","[[-0.9999999999999994, -200.00000000000017, 399.9999999999995], [-200.00000000000017, -1.0000000000000009, 399.9999999999998], [399.9999999999995, 399.9999999999998, 1.0000000000000107]]",848.5299051889679,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.0193260697519216,0.4272380824933923,0.5534358477546861,"[0.0, 0.0, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.4999999935384789, 0.49999999365811176, 0.49999999365811176]","[[1.0000000000000033, 3.2612801348363973e-12, 3.469446951953614e-13], [3.2612801348363973e-12, -1.3877787807814457e-15, -400.0000000000001], [3.469446951953614e-13, -400.0000000000001, -0.49999999999999123]]",565.6865298025048,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.03504491396253,0.3187598144321725,0.6461952716052975,"[0.0, 0.0, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263, 0.5000000095740263]","[[0.9999999999999939, -5.551115123125783e-13, 3.6082248300317588e-12], [-5.551115123125783e-13, -4.85722573273506e-15, -400.0000000000012], [3.6082248300317588e-12, -400.0000000000012, -0.5000000000000029]]",565.6865298025064,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.779190358882628,0.0348287940920643,0.1859808470253077,"[0.0, 1.0, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.500000006321774, 0.5000000063576957, 0.5000000063576957, 0.5000000063576957, 0.5000000063576957]","[[-6.938893903907228e-16, 199.99999999999892, -400.0000000000006], [199.99999999999892, 1.0000000000000266, -6.557254739192331e-12], [-400.0000000000006, -6.557254739192331e-12, -0.499999999999989]]",632.4565202446727,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.7629091415529343,0.108100879285945,0.12898997916112068,"[0.0, 1.0, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826, 0.5000000176735826]","[[1.0889099875174821, 217.7819975034953, -617.7819975035151], [217.7819975034953, 1.0889099875174861, -17.78199750352368], [-617.7819975035151, -17.78199750352368, -0.4999999999965074]]",926.715819478897,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.5739657752693629,0.0357598695854132,0.3902743551452239,"[0.0, 1.0, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999999342152784, 0.49999998134996326]","[[0.0, 199.99999999999935, -400.00000000000074], [199.99999999999935, 0.9999999999999967, -1.1102230246251565e-12], [-400.00000000000074, -1.1102230246251565e-12, -0.5000000000000022]]",632.4565202446731,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.6860790890083943,0.2319688302207574,0.08195208077084828,"[1.0, 0.7882577634648036, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684, 0.49999999634613684]","[[-0.9999999999999981, -200.0000000000007, 399.9999999999992], [-200.0000000000007, -0.9999999999999953, 400.00000000000034], [399.9999999999992, 400.00000000000034, 0.9999999999999981]]",848.5299051889684,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.2163009893112417,0.355012379036345,0.4286866316524132,"[0.0, 0.0, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459, 0.5000000050096459]","[[1.000000000000012, 0.0, -5.551115123125783e-12], [0.0, 0.0, -399.9999999999959], [-5.551115123125783e-12, -399.9999999999959, -0.5000000000000032]]",565.6865298024989,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.1410818414668651,0.0432300378792773,0.8156881206538577,"[0.0, 1.0, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994, 0.5000000017178994]","[[6.938893903907228e-16, 199.99999999999974, -400.00000000000017], [199.99999999999974, 1.0000000000000218, -4.440892098500626e-12], [-400.00000000000017, -4.440892098500626e-12, -0.4999999999999963]]",632.4565202446727,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.4828554794935342,0.0181629544489068,0.49898156605755895,"[0.0, 1.0, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521, 0.4999999935813521]","[[1.5959455978986625e-14, 199.99999999999656, -400.0000000000039], [199.99999999999656, 1.000000000000001, -1.0061396160665481e-12], [-400.0000000000039, -1.0061396160665481e-12, -0.5000000000000002]]",632.4565202446754,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.6670026201832373,0.0841125643844976,0.2488848154322651,"[0.0, 1.0, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000111800676, 0.5000000140161025, 0.5000000140161025, 0.5000000140161025, 0.5000000111800676]","[[-2.0816681711721685e-14, 200.00000000009038, -400.0000000000045], [200.00000000009038, 0.9999999999999772, -2.4980018054066022e-12], [-400.0000000000045, -2.4980018054066022e-12, -0.4999999999997923]]",632.4565202447354,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.0043902707576043,0.1567195616214242,0.8388901676209715,"[0.0, 0.0, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.4999999984141423, 0.5000000124669599]","[[1.00000000000001, -2.0469737016526324e-12, -1.6306400674181987e-12], [-2.0469737016526324e-12, 8.673617379884035e-17, 0.0], [-1.6306400674181987e-12, 0.0, 0.0]]",1.00000000000001,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.3448523224767773,0.0250998978683986,0.6300477796548242,"[0.0, 1.0, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513, 0.4999999958777513]","[[7.28583859910259e-15, 199.99999999999844, -400.0000000000019], [199.99999999999844, 1.0000000000000009, -2.7755575615628914e-13], [-400.0000000000019, -2.7755575615628914e-13, -0.5000000000000011]]",632.456520244674,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.3948105493214585,0.1463037736502091,0.4588856770283325,"[0.0, 1.0, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668, 0.4999999808721668]","[[-1.0547118733938987e-13, 199.99999999998352, -400.00000000002143], [199.99999999998352, 0.9999999999998954, -2.1094237467877974e-11], [-400.00000000002143, -2.1094237467877974e-11, -0.5000000000001059]]",632.4565202446893,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.1393454759034275,0.4182863626872927,0.4423681614092798,"[0.0, 0.0, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066, 0.49999999899053066]","[[1.000000000000012, 1.6653345369377348e-11, -2.220446049250313e-12], [1.6653345369377348e-11, 1.1102230246251565e-14, -400.00000000000256], [-2.220446049250313e-12, -400.00000000000256, -0.5000000000000004]]",565.6865298025083,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
