lambda1,lambda2,x_optimal,loss_optimal,cov_11,cov_12,cov_21,cov_22,sensitivity_norm
0.7917250380826646,0.2082749619173354,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.2082749619173354,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.5288949197529045,0.4711050802470955,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.4711050802470955,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.5680445610939323,0.4319554389060677,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.4319554389060677,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.925596638292661,0.07440336170733897,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.07440336170733897,-0.9999999999999994,400.00000000000006,400.00000000000006,0.9999999999999994,565.687192713429
0.07103605819788694,0.9289639418021131,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.07103605819788694,0.9999999999999994,-399.9999999999995,-399.9999999999995,-1.0000000000000002,565.6871927134281
0.08712929970154071,0.9128707002984593,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.08712929970154071,0.9999999999999994,-399.9999999999995,-399.9999999999995,-0.9999999999999994,565.6871927134281
0.02021839744032572,0.9797816025596743,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.02021839744032572,1.0000000000000002,-400.0,-400.0,-1.0,565.6871927134289
0.832619845547938,0.167380154452062,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.167380154452062,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.7781567509498505,0.22184324905014952,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.22184324905014952,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.8700121482468192,0.12998785175318084,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.12998785175318084,-0.9999999999999994,400.00000000000006,400.00000000000006,1.0000000000000009,565.687192713429
0.978618342232764,0.021381657767235995,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.021381657767235995,-1.0,400.00000000000006,400.00000000000006,1.0000000000000002,565.687192713429
0.7991585642167236,0.2008414357832764,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.2008414357832764,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.46147936225293185,0.5385206377470682,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.5385206377470682,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.7805291762864555,0.21947082371354454,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.21947082371354454,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.11827442586893322,0.8817255741310668,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.11827442586893322,1.0000000000000009,-399.9999999999998,-399.9999999999998,-0.9999999999999994,565.6871927134285
0.6399210213275238,0.3600789786724762,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.3600789786724762,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.1433532874090464,0.8566467125909536,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.1433532874090464,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.9446689170495839,0.05533108295041611,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.05533108295041611,-1.0000000000000002,399.99999999999994,399.99999999999994,0.9999999999999994,565.6871927134288
0.5218483217500717,0.4781516782499283,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.4781516782499283,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.4146619399905236,0.5853380600094764,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.5853380600094764,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.26455561210462697,0.735444387895373,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.26455561210462697,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.7742336894342167,0.22576631056578333,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.22576631056578333,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.45615033221654855,0.5438496677834515,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.5438496677834515,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.5684339488686485,0.4315660511313515,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.4315660511313515,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.018789800436355142,0.9812101995636449,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.018789800436355142,1.0000000000000002,-400.0,-400.0,-1.0,565.6871927134289
0.6176354970758771,0.38236450292412294,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.38236450292412294,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.6120957227224214,0.3879042772775786,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.3879042772775786,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.6169339968747569,0.3830660031252431,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.3830660031252431,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.9437480785146242,0.05625192148537583,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.05625192148537583,-1.0000000000000002,399.99999999999994,399.99999999999994,0.9999999999999994,565.6871927134288
0.6818202991034834,0.3181797008965166,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.3181797008965166,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.359507900573786,0.640492099426214,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.640492099426214,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.43703195379934145,0.5629680462006585,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.5629680462006585,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.6976311959272649,0.30236880407273514,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.30236880407273514,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.06022547162926983,0.9397745283707302,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.06022547162926983,0.9999999999999994,-399.9999999999998,-399.9999999999998,-1.0000000000000002,565.6871927134285
0.6667667154456677,0.3332332845543323,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.3332332845543323,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.6706378696181594,0.3293621303818406,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.3293621303818406,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.2103825610738409,0.7896174389261591,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.2103825610738409,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.1289262976548533,0.8710737023451467,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.1289262976548533,1.0000000000000009,-399.9999999999998,-399.9999999999998,-0.9999999999999994,565.6871927134285
0.31542835092418386,0.6845716490758161,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.6845716490758161,-1.0000000000000009,400.00000000000034,400.00000000000034,-37.91432981516323,566.9554624530339
0.3637107709426226,0.6362892290573774,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.6362892290573774,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.5701967704178796,0.42980322958212036,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.42980322958212036,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.43860151346232035,0.5613984865376797,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.5613984865376797,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.9883738380592262,0.011626161940773816,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.011626161940773816,-1.0,400.00000000000006,400.00000000000006,1.0000000000000002,565.687192713429
0.10204481074802807,0.8979551892519719,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.10204481074802807,0.9999999999999994,-399.9999999999995,-399.9999999999995,-0.9999999999999994,565.6871927134281
0.2088767560948347,0.7911232439051653,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.2088767560948347,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.16130951788499626,0.8386904821150037,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.16130951788499626,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.6531083254653984,0.34689167453460157,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.34689167453460157,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.2532916025397821,0.7467083974602179,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.2532916025397821,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.4663107728563063,0.5336892271436937,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.5336892271436937,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.24442559200160274,0.7555744079983973,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.24442559200160274,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.15896958364551972,0.8410304163544803,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.15896958364551972,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.11037514116430513,0.8896248588356949,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.11037514116430513,0.9999999999999994,-399.9999999999995,-399.9999999999995,-0.9999999999999994,565.6871927134281
0.6563295894652734,0.3436704105347266,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.3436704105347266,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.1381829513486138,0.8618170486513862,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.1381829513486138,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.1965823616800535,0.8034176383199465,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.1965823616800535,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.3687251706609641,0.6312748293390359,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.6312748293390359,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.8209932298479351,0.1790067701520649,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.1790067701520649,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.09710127579306127,0.9028987242069387,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.09710127579306127,0.9999999999999994,-399.9999999999995,-399.9999999999995,-0.9999999999999994,565.6871927134281
0.8379449074988039,0.1620550925011961,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.1620550925011961,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.09609840789396307,0.9039015921060369,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.09609840789396307,0.9999999999999994,-399.9999999999995,-399.9999999999995,-0.9999999999999994,565.6871927134281
0.9764594650133958,0.023540534986604245,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.023540534986604245,-1.0,400.00000000000006,400.00000000000006,1.0000000000000002,565.687192713429
0.4686512016477016,0.5313487983522984,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.5313487983522984,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.9767610881903371,0.023238911809662866,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.023238911809662866,-1.0,400.00000000000006,400.00000000000006,1.0000000000000002,565.687192713429
0.604845519745046,0.39515448025495403,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.39515448025495403,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.7392635793983017,0.2607364206016983,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.2607364206016983,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.039187792254320675,0.9608122077456793,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.039187792254320675,1.0000000000000002,-400.00000000000017,-400.00000000000017,-1.0000000000000002,565.6871927134291
0.2828069625764096,0.7171930374235904,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.2828069625764096,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.1201965612131689,0.8798034387868311,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.1201965612131689,1.0000000000000009,-399.9999999999998,-399.9999999999998,-0.9999999999999994,565.6871927134285
0.29614019752214493,0.7038598024778551,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.29614019752214493,1.0000000000000009,-400.00000000000034,-400.00000000000034,-1.0000000000000009,565.6871927134293
0.11872771895424405,0.881272281045756,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.11872771895424405,1.0000000000000009,-399.9999999999998,-399.9999999999998,-0.9999999999999994,565.6871927134285
0.317983179393976,0.682016820606024,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.682016820606024,-1.0000000000000009,400.00000000000034,400.00000000000034,-37.403364121204795,566.9215215949946
0.41426299451466997,0.58573700548533,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.58573700548533,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
0.06414749634878436,0.9358525036512156,"[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.06414749634878436,0.9999999999999994,-399.9999999999998,-399.9999999999998,-1.0000000000000002,565.6871927134285
0.6924721193700198,0.30752788062998015,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",0.30752788062998015,-1.0000000000000009,400.00000000000034,400.00000000000034,1.0000000000000009,565.6871927134293
